,ucs_ra,ucs_dec,spectral_type,r_P1,i_P1,z_P1,y_P1,rerr_P1,ierr_P1,zerr_P1,yerr_P1,J_2MASS,Ks_2MASS,Jerr_2MASS,Kserr_2MASS,W1,W2,W1err,W2err,ucs_pmra,ucs_pmdec,r_i_P1,i_z_P1,z_y_P1,J_Ks_2MASS,w1_w2_all,DES_r,DES_i,DES_z,DES_y,VISTA_J,VISTA_Ks,CAT_W1,CAT_W2
247,27.0306,-72.0497,29.5,,,,,,,,,,,,,18.26,14.592,0.2,0.039,1269.0,0.0,,,,,3.668000000000001,,,,,,,18.257326776096363,14.684030748762211
248,27.0486,14.0077,9.5,,22.12,20.98,19.93,,0.08,0.09,0.07,,,,,15.959,15.761,0.051,0.136,50.0,60.0,,1.1400000000000006,1.0500000000000007,,0.1980000000000004,,21.815889626027356,20.40065757616739,19.836756104306513,,,15.969495562676915,15.79058383141322
249,27.1609,-30.411,7.5,18.86,16.06,14.72,13.95,0.01,0.0,0.0,0.0,12.302,11.227,0.024,0.024,10.943,10.712,0.023,0.021,-72.2,44.9,2.8000000000000007,1.339999999999998,0.7700000000000014,1.0749999999999993,0.23099999999999987,18.25859663829787,15.652285184029559,14.290676632008513,13.876352728534556,12.199480023012569,11.273887728761924,10.953370326378021,10.74217770699608
250,27.2875,29.9368,9.5,19.99,17.77,16.35,15.38,0.01,0.0,0.0,0.01,13.449,11.975,0.023,0.022,11.575,11.323,0.024,0.021,174.5,-438.1,2.219999999999999,1.4199999999999982,0.9700000000000006,1.4740000000000002,0.2519999999999989,19.72724802150786,17.32084340723044,15.813520163550567,15.292355139800241,13.355777572894667,12.039132847255498,11.585290630551453,11.353555627821535
251,27.3629,14.6858,15.0,,,21.27,20.24,,,0.07,0.06,,,,,15.526,14.971,0.041,0.072,20.0,-60.0,,,1.0300000000000011,,0.5549999999999997,,,20.70137322301318,20.148155863179944,,,15.535140733625255,15.007008485445956
252,27.4844,0.28,10.5,,21.38,19.9,19.01,,0.05,0.03,0.04,,,,,15.669,15.517,0.042,0.12,176.0,10.0,,1.4800000000000004,0.889999999999997,,0.15200000000000102,,20.899762074631102,19.406382750933744,18.92795417529397,,,15.679670134487493,15.545756004843177
253,27.5423,38.4572,20.0,,21.77,19.28,18.14,,0.14,0.04,0.01,16.111,14.477,0.077,0.071,13.647,13.039,0.025,0.031,878.2,-125.1,,2.4899999999999984,1.1400000000000006,1.6340000000000003,0.6080000000000005,,20.766559642542237,18.652437165361313,18.04045718937607,16.021505913699517,14.54804818299227,13.655939596539154,13.075962285624485
254,27.6017,13.9899,27.5,,,,20.75,,,,0.11,,,,,17.505,15.235,0.165,0.088,27.8,20.3,,,,,2.2699999999999996,,,,,,,17.507632241122185,15.30187201952478
255,27.6431,14.334,6.0,21.02,19.64,18.97,18.67,0.05,0.01,0.04,0.02,,,,,16.623,16.297,0.078,0.199,239.0,-57.0,1.379999999999999,0.6700000000000017,0.29999999999999716,,0.3260000000000005,21.24770864546716,19.579360064722174,18.792494332884687,18.62924706206021,,,16.633009797638785,16.328887348825518
256,27.924,12.7412,21.0,,,20.0,18.57,,,0.01,0.02,16.566,15.183,0.129,0.189,14.616,13.928,0.031,0.04,742.0,-36.8,,,1.4299999999999997,1.3829999999999991,0.6879999999999988,,,19.217060286097293,18.45016068571131,16.470657079061905,15.24319975005521,14.624635993390322,13.966401984007172
257,27.9338,13.7793,15.0,,22.78,21.02,19.92,,0.11,0.05,0.05,,,,,15.474,15.004,0.039,0.07,13.0,32.0,,1.7600000000000016,1.0999999999999979,,0.47000000000000064,,22.15471585583419,20.413868459052903,19.823256707122937,,,15.483463311970889,15.038478805914352
258,28.061,-52.325,9.5,,,,,,,,,,,,,,,,,49.94,-10.43,,,,,,,,,,,,,
259,28.3116,-67.7385,12.0,,,,,,,,,16.412,14.424,0.135,0.103,13.729,13.262,0.024,0.026,82.0,-21.0,,,,1.9879999999999995,0.46699999999999875,,,,,16.330754867730246,14.510348363309877,13.73847469708897,13.296424817225002
260,28.4759,14.0814,10.0,21.42,19.35,17.9,16.92,0.15,0.01,0.0,0.01,15.208,13.958,0.044,0.064,13.628,13.344,0.026,0.029,32.1,-97.8,2.0700000000000003,1.4500000000000028,0.9799999999999969,1.25,0.2840000000000007,21.24483027578631,18.885302740930772,17.35816234012767,16.831655260363526,15.109557895767875,14.012451377224018,13.63816918929192,13.375131507174608
261,28.7415,48.3332,9.0,,19.94,18.52,17.64,,0.01,0.01,0.02,16.034,14.547,0.082,0.08,14.356,14.156,0.028,0.039,169.0,-55.9,,1.4200000000000017,0.879999999999999,1.4869999999999983,0.1999999999999993,,19.49084340723044,18.031740574356643,17.558654054730685,15.94108050058506,14.611694718284111,14.366487972598193,14.18561982387279
262,28.7648,9.8334,15.0,21.67,19.71,18.08,17.03,0.03,0.01,0.01,0.01,14.825,13.139,0.036,0.037,12.561,12.21,0.023,0.023,327.4,-89.5,1.9600000000000009,1.6300000000000026,1.0499999999999972,1.686,0.3509999999999991,21.55905726225717,19.152058743132756,17.500657576167388,16.936756104306514,14.736717624461093,13.21229566710672,12.570914921654776,12.242337254570108
263,29.795,33.2087,16.0,,,19.14,18.07,,,0.01,0.03,15.956,14.317,0.088,0.085,,,,,243.76,-351.59,,,1.0700000000000003,1.6389999999999993,,,,18.549941929321594,17.975356345433084,15.866622424349668,14.388264287234044,,
264,30.0123,6.969,9.0,,22.23,21.01,19.63,,0.08,0.04,0.1,,,,,16.349,16.056,0.071,0.178,50.0,-3.0,,1.2199999999999989,1.3800000000000026,,0.29299999999999926,,21.884447849228238,20.253849403211778,19.513660082894887,,,16.35913503393768,16.087293473242664
265,30.0548,9.1434,26.0,,,22.08,20.46,,,0.14,0.11,,,,,,,,,7.0,-40.0,,,1.6199999999999974,,,,,21.195261641062242,20.32686297641371,,,,
266,30.1981,13.6316,24.0,,,,,,,,,,,,,18.766,16.197,0.499,0.189,,,,,,,2.568999999999999,,,,,,,18.767497524353427,16.269252892230067
267,30.2947,-52.6547,18.5,,,,,,,,,16.452,14.633,0.113,0.103,14.128,13.629,0.025,0.029,418.0,155.0,,,,1.8190000000000026,0.49900000000000055,,,,,16.366816807755125,14.712044039937911,14.137353255829437,13.664000696578077
268,30.5058,-31.6091,10.0,,,,,,,,,15.335,14.702,0.051,0.108,14.31,13.959,0.028,0.038,-155.1,-1152.4,,,,0.6330000000000009,0.35100000000000087,,,,,15.222180481539171,14.729784113789092,14.319914921654776,13.991337254570107
269,30.8887,-1.1368,15.0,,,20.94,19.8,,,0.2,0.04,16.858,16.076,,0.323,15.413,14.966,0.04,0.076,361.0,5.0,,,1.1400000000000006,0.782,0.44700000000000095,,,20.312437165361313,19.70045718937607,16.748652498913685,16.11022402019396,15.422550597876178,15.00006489262933
270,30.9039,-1.0421,25.0,,,,20.62,,,,0.07,,,,,17.783,16.813,0.204,0.335,,,,,,,0.9700000000000024,,,,,,,17.790565792290696,16.856476920806138
271,31.0892,-2.7385,19.0,,,,19.25,,,,0.05,16.937,16.083,0.152,0.026,15.648,14.662,0.041,0.06,,,,,,0.8540000000000028,0.9859999999999989,,,,,16.82933025227587,16.120335921275508,15.655505071660928,14.705764860482676
272,31.0922,-36.5419,9.0,,,,,,,,,13.265,12.189,0.025,0.029,11.957,11.751,0.023,0.022,207.07,-28.05,,,,1.0760000000000005,0.2060000000000013,,,,,13.1625033251426,12.23593094961028,11.967465202362032,11.78072780125149
273,31.2661,12.8616,15.0,,20.75,19.0,17.93,,0.03,0.0,0.01,15.679,13.671,0.056,0.036,12.939,12.558,0.024,0.024,364.1,-18.4,,1.75,1.0700000000000003,2.008000000000001,0.3810000000000002,,20.129896077934077,18.409941929321594,17.835356345433084,15.598220910330856,13.758212780276974,12.948801070473964,12.590877141463615
274,31.3739,14.3538,21.0,,,,20.17,,,,0.06,,,,,16.253,15.296,0.063,0.086,-160.0,0.0,,,,,0.9570000000000007,,,,,,,16.260615127802378,15.339242969818951
275,31.3743,-11.9914,17.0,,19.91,17.66,16.65,,0.02,0.0,0.01,14.587,12.998,0.03,0.03,12.229,11.784,0.022,0.023,428.89,54.2,,2.25,1.0100000000000016,1.5890000000000004,0.4449999999999985,,19.030884972939592,17.102088869858978,16.559555622053377,14.496457317848153,13.067103244816302,12.238558187954897,11.818028900169764
276,31.3906,12.64,8.0,19.79,18.15,17.41,17.12,0.03,0.01,0.01,0.02,15.907,15.662,0.065,0.231,15.049,14.859,0.034,0.064,-42.6,-276.5,1.6400000000000006,0.7399999999999984,0.28999999999999915,0.24499999999999922,0.1899999999999995,19.86589940471785,18.053098510022945,17.237852156307582,17.079946941496924,15.785139255087406,15.673014424627421,15.059525922991797,14.888439861574954
277,31.4294,8.7279,28.1,,,,,,,,,,,,,,,,,290.0,80.0,,,,,,,,,,,,,
278,31.4641,-7.9903,13.0,,20.81,19.26,18.23,,0.02,0.02,0.02,16.031,14.358,0.08,0.078,14.02,13.677,0.025,0.032,18.0,-9.0,,1.5499999999999972,1.0300000000000011,1.6729999999999983,0.34299999999999997,,20.293500519931875,18.691373223013183,18.138155863179946,15.9424146967707,14.430733796078108,14.029945281969658,13.709193284731839
279,31.5175,5.8332,10.5,,,20.74,19.68,,,0.04,0.05,,,,,16.541,16.327,0.075,0.215,130.0,-90.0,,,1.0599999999999987,,0.21399999999999864,,,20.15529975274449,19.586056224869797,,,16.551434842047147,16.35687177108976
280,31.537,22.5998,14.5,,21.58,19.67,18.62,,0.15,0.03,0.02,16.556,15.162,0.111,0.133,14.265,13.816,0.028,0.04,381.0,-59.0,,1.9099999999999966,1.0500000000000007,1.3940000000000001,0.44899999999999984,,20.877012524335843,19.09065757616739,18.526756104306514,16.46091340249224,15.222675179387114,14.274543007797456,13.8501008850889
281,31.5644,20.9099,25.5,,,,19.59,,,,0.05,,,,,16.485,14.736,0.074,0.065,235.0,-95.2,,,,,1.7489999999999988,,,,,,,16.489609456628948,14.79349598380754
282,31.6048,26.673,18.0,,,19.73,18.71,,,0.05,0.03,16.53,14.523,0.114,0.076,13.421,12.831,0.025,0.028,442.7,-41.9,,,1.0199999999999996,2.0070000000000014,0.5899999999999999,,,19.16673104643608,18.618855742616663,16.449197608200826,14.610169559428618,13.43000790724764,12.867638353488381
283,31.8983,13.9323,13.0,21.92,19.73,18.43,17.46,0.09,0.03,0.02,0.02,15.462,13.808,0.049,0.046,13.494,13.259,0.024,0.03,258.4,-177.4,2.1900000000000013,1.3000000000000007,0.9699999999999989,1.654,0.23499999999999943,21.674764472363552,19.34300607242912,17.89352016355057,17.37235513980024,15.372971956300123,13.879912599959367,13.50435514622058,13.289249691915215
284,31.9285,0.0155,24.5,,,21.0,19.37,,,0.05,0.04,16.799,15.412,0.156,,16.295,15.045,0.063,0.072,159.0,-14.0,,,1.629999999999999,1.3869999999999987,1.2500000000000018,,,20.109903817639346,19.236163096976995,16.703750287582025,15.47237263344863,16.301503181269787,15.093515865145537
285,32.0766,25.7148,11.0,20.84,18.36,16.92,15.95,0.03,0.01,0.0,0.01,13.989,12.588,0.026,0.027,12.192,11.955,0.023,0.022,375.8,-29.8,2.4800000000000004,1.4399999999999977,0.9700000000000024,1.4010000000000016,0.2370000000000001,20.425438780758554,17.90048296303066,16.383520163550568,15.86235513980024,13.894076517402453,12.648977725325596,12.20234755614186,11.985285684374782
286,32.0997,27.6273,15.0,,20.77,18.99,17.97,,0.03,0.02,0.03,15.714,13.872,0.061,0.051,13.298,12.997,0.024,0.029,208.9,-114.4,,1.7800000000000011,1.0199999999999996,1.8420000000000005,0.30100000000000016,,20.13435541163441,18.42673104643608,17.87885574261666,15.629352756745824,13.952038119450073,13.308104673622795,13.028437443080929
287,32.2292,25.0135,15.0,,21.23,19.29,18.29,,0.02,0.02,0.02,16.206,14.405,0.093,0.069,13.693,13.284,0.026,0.033,-18.5,24.0,,1.9400000000000013,1.0,1.8010000000000002,0.4089999999999989,,20.511471858036174,18.737446693281875,18.200255501490094,16.12039736941458,14.483266064667525,13.702694809371872,13.317381035897556
288,32.4346,13.6569,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,32.5437,40.1423,24.5,,,20.79,19.1,,,0.02,0.02,16.77,15.88,0.19,,16.335,14.726,0.063,0.053,-307.0,-180.0,,,1.6899999999999977,0.8899999999999988,1.609,,,19.867756877101964,18.961963820356697,16.66316912895696,15.918891871816284,16.340140762139406,14.78097651163784
290,32.6607,-30.2587,10.0,,19.64,18.13,17.08,,0.02,0.01,0.01,15.066,13.5,0.048,0.043,13.03,12.679,0.025,0.025,102.8,-45.6,,1.5100000000000016,1.0500000000000007,1.5660000000000007,0.3509999999999991,,19.144221408331433,17.55065757616739,16.98675610430651,14.974921368857457,13.568109165304142,13.039914921654775,12.711337254570108
291,32.8677,14.1677,11.0,22.68,20.44,19.04,18.09,0.11,0.03,0.02,0.01,16.128,15.009,0.078,0.123,14.582,14.378,0.031,0.05,-65.0,-49.0,2.2399999999999984,1.4000000000000021,0.9499999999999993,1.1189999999999998,0.20400000000000063,22.40557038760407,20.00120385143022,18.51423581039636,18.003754898673673,16.026505316733903,15.057789446089537,14.592472792440754,14.407691808791924
292,33.202,22.3061,10.0,,21.48,19.89,18.94,,0.08,0.01,0.03,,,,,15.393,15.198,0.043,0.109,83.0,-12.0,,1.5899999999999999,0.9499999999999993,,0.19500000000000028,,20.942779631532314,19.364235810396362,18.853754898673674,,,15.403506947794996,15.227529842723872
293,33.3326,36.8104,23.0,,22.07,19.22,17.57,,0.14,0.03,0.01,15.297,14.77,0.53,0.115,14.204,13.43,0.123,0.128,65.4,64.9,,2.8500000000000014,1.6499999999999986,0.527000000000001,0.7740000000000009,,20.880071646946206,18.319188170793552,17.43476333810356,15.181710455755956,14.79320270386348,14.21230962000533,13.469949659768558
294,33.37,44.7459,11.5,20.24,17.83,16.34,15.38,0.03,0.01,0.0,0.01,13.494,12.213,0.025,0.023,11.872,11.614,0.023,0.021,-52.1,-145.8,2.41,1.4899999999999984,0.9599999999999991,1.2810000000000006,0.2579999999999991,19.86631049942183,17.344581852531213,15.808877986973465,15.293055019236956,13.396280261798815,12.268791223523017,11.882267860315292,11.644663605200236
295,33.7835,-30.6671,8.0,18.03,15.32,13.98,13.23,0.02,0.01,0.01,0.0,11.617,10.542,0.026,0.023,10.334,10.106,0.023,0.02,768.6,-360.33,2.710000000000001,1.3399999999999999,0.75,1.075000000000001,0.22799999999999976,17.481145990864942,14.912285184029558,13.561392278854308,13.15775248740799,11.51448002301257,10.588887728761923,10.344381711496103,10.13612371830673
296,34.1792,0.6684,14.0,,21.77,20.3,19.25,,0.12,0.02,0.02,,,,,15.963,15.746,0.052,0.133,-63.0,-94.0,,1.4699999999999989,1.0500000000000007,,0.21699999999999875,,21.29494229673099,19.72065757616739,19.156756104306513,,,15.973423456929066,15.77592575977911
297,34.4595,3.9676,26.2,,,,,,,,,,,,,,,,,370.0,-210.0,,,,,,,,,,,,,
298,34.6213,-31.5564,13.0,,,,,,,,,14.728,13.154,0.04,0.035,12.602,12.291,0.024,0.023,-138.5,-124.8,,,,1.5739999999999998,0.31099999999999994,,,,,14.637107785897697,13.222454932090981,12.61206672322919,12.322617405378766
299,34.7413,-6.2972,8.0,19.17,16.49,15.2,14.46,0.01,0.01,0.0,0.0,12.85,11.837,0.024,0.025,11.594,11.399,0.023,0.021,350.4,-94.1,2.6800000000000033,1.2899999999999991,0.7399999999999984,1.013,0.19500000000000028,18.63866244172063,16.10818629452901,14.786750102277205,14.388452366844707,12.74603529095069,11.881208036163924,11.604506947794995,11.42852984272387
300,34.8415,5.1085,11.0,21.64,19.47,17.92,16.94,0.05,0.01,0.01,0.01,14.971,13.48,0.035,0.039,12.952,12.626,0.024,0.026,185.3,20.3,2.1700000000000017,1.5499999999999972,0.9800000000000004,1.4909999999999997,0.3260000000000005,21.406442106267345,18.953500519931875,17.37816234012767,16.851655260363525,14.878173709105182,13.544867601677531,12.962009797638785,12.657887348825518
301,34.8421,-39.4229,4.9,,,,,,,,,11.381,10.404,0.026,0.025,10.148,9.901,0.023,0.02,103.61,-35.87,,,,0.9770000000000003,0.2469999999999999,,,,,11.276196414269599,10.446652085623152,10.158309605748256,9.931465646672617
302,34.8421,-39.4229,14.0,,,,,,,,,,,,,,,,,103.61,-35.87,,,,,,,,,,,,,
303,34.8669,-19.6448,11.0,21.09,18.49,16.98,16.0,0.08,0.0,0.0,0.01,14.11,12.91,0.027,0.034,12.57,12.322,0.024,0.024,210.9,-143.9,2.6000000000000014,1.509999999999998,0.9800000000000004,1.1999999999999993,0.2480000000000011,20.6053729773358,17.994221408331434,16.43816234012767,15.911655260363524,14.010392789266358,12.962290334806276,12.580305810708895,12.3524836429024
304,35.275,38.7008,26.5,,,,,,,,,17.59,16.95,0.12,0.17,16.73,14.812,0.081,0.058,133.9,-27.2,,,,0.6400000000000006,1.918000000000001,,,,,17.47734359644938,16.978086659727577,16.733968094977044,14.872537346640962
305,35.3695,-68.5277,8.0,,,,,,,,,13.965,12.806,0.033,0.037,12.49,12.2,0.024,0.022,54.0,14.0,,,,1.1590000000000007,0.2900000000000009,,,,,13.864437401935117,12.856518280023728,12.50014641905576,12.23123948455331
306,35.4791,-54.2015,9.0,,,,,,,,,13.902,12.665,0.033,0.032,12.343,11.973,0.023,0.022,109.1,-22.8,,,,1.237,0.3699999999999992,,,,,13.80325496807748,12.718889506195405,12.352842815906927,12.005679182935996
307,35.5018,-0.4029,25.0,,,,21.05,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,
308,35.8433,-29.5493,27.5,,,,,,,,,17.341,16.94,0.153,,16.87,14.021,0.083,0.035,780.2,-535.1,,,,0.4009999999999998,2.849,,,,,17.222774387372134,16.957756876970773,16.87043491333252,14.098291836569468
309,35.868,-15.1934,7.1,19.57,17.01,15.85,15.25,0.01,0.0,0.0,0.01,13.786,12.897,0.032,0.027,12.685,12.458,0.024,0.024,139.8,-146.9,2.5599999999999987,1.160000000000002,0.5999999999999996,0.8889999999999993,0.2270000000000003,19.108728245143386,16.695529181827574,15.511759630197767,15.188250678958727,13.67914582682693,12.935848650967927,12.695385506535464,12.488105722076945
310,35.9029,52.6685,11.5,,20.61,19.38,18.34,,0.04,0.03,0.06,16.636,15.392,0.161,0.195,14.861,14.816,0.031,0.054,-81.25,-61.02,,1.2300000000000004,1.0399999999999991,1.2439999999999998,0.04499999999999993,,20.259267627128345,18.806015399590287,18.24745598374323,16.537418082987692,15.446192052133888,14.872076203699056,14.842830408256336
311,35.9777,-58.2518,10.0,,,,,,,,,15.07,13.417,0.05,0.043,12.837,12.461,0.023,0.022,104.2,-17.4,,,,1.6530000000000005,0.37599999999999945,,,,,14.980948654170094,13.488869379111012,12.846820045670764,12.493787160314698
312,36.0499,-76.5556,10.0,,,,,,,,,15.143,13.91,0.041,0.055,13.507,13.206,0.024,0.027,67.7,10.8,,,,1.2330000000000005,0.30100000000000016,,,,,15.04416175955736,13.963716622801986,13.517104673622795,13.237437443080928
313,36.1529,25.6179,12.0,,20.91,19.48,18.53,,0.04,0.03,0.02,16.584,14.694,0.104,0.082,14.384,14.114,0.027,0.042,-56.4,53.0,,1.4299999999999997,0.9499999999999993,1.8899999999999988,0.2699999999999996,,20.45566318513055,18.954235810396362,18.443754898673674,16.500471258987275,14.776112720171106,14.394222319842967,14.144879559957639
314,36.3312,-58.6249,9.0,,,,,,,,,13.738,12.557,0.028,0.027,12.262,11.958,0.023,0.021,100.7,-16.1,,,,1.1809999999999992,0.30400000000000027,,,,,13.637950048795783,12.608469138687536,12.272093288504713,11.989491431770281
315,36.5134,7.0421,27.0,,,,21.26,,,,0.1,,,,,17.859,16.126,0.221,0.181,55.0,59.0,,,,,1.7330000000000005,,,,,,,17.86367017725872,16.183208044131003
316,36.6,-2.1952,27.0,,,,,,,,,18.94,,0.12,,17.413,14.518,0.131,0.047,-291.8,-433.5,,,,,2.8949999999999996,,,,,,,17.41326034152194,14.596119663139511
317,36.6552,0.8646,23.0,,,,20.29,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,
318,36.6623,-7.4755,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,36.686,-6.4228,23.0,,,21.56,19.77,,,0.06,0.12,,17.258,,0.031,,,,,30.0,-30.0,,,1.7899999999999991,,,,,20.58417864287299,19.62496502598954,,,,
320,36.7358,-53.4509,10.5,,,,,,,,,15.403,13.752,0.046,0.046,13.243,12.826,0.024,0.024,92.5,-21.3,,,,1.6509999999999998,0.4169999999999998,,,,,15.313902049910032,13.823782937414302,13.25266444905699,12.859525005735824
321,36.7931,-16.4132,11.0,20.16,17.93,16.5,15.56,0.03,0.0,0.0,0.0,13.573,12.143,0.023,0.03,11.785,11.567,0.023,0.022,439.4,-304.2,2.2300000000000004,1.4299999999999997,0.9399999999999995,1.4299999999999997,0.21799999999999997,19.891409204555966,17.47566318513055,15.97959363381926,15.474454778110388,13.478752279173333,12.205231129927887,11.795419661889706,11.596943756008894
322,36.849,-0.9219,10.0,,20.96,19.61,18.82,,0.02,0.01,0.02,16.877,16.049,,0.314,15.883,15.96,0.047,0.154,46.0,-10.0,,1.3500000000000014,0.7899999999999991,0.8279999999999994,-0.07700000000000173,,20.54710496192967,19.169960985162717,18.744952969661128,16.768724396895077,16.08521217921828,15.894539198501022,15.984634868222741
323,36.9789,0.4389,10.0,,20.55,19.11,18.19,,0.03,0.02,0.02,16.531,15.322,0.106,0.154,15.058,14.853,0.034,0.063,112.0,-34.0,,1.4400000000000013,0.9199999999999982,1.2089999999999996,0.20500000000000007,,20.090482963030663,18.600309280665055,18.105854536983824,16.43160250843663,15.37467932244147,15.068468997401391,14.882709805021706
324,37.0472,25.6271,10.0,20.57,18.17,16.71,15.76,0.02,0.01,0.0,0.01,13.839,12.471,0.027,0.025,12.133,11.888,0.024,0.022,244.62,-29.6,2.3999999999999986,1.4600000000000009,0.9500000000000011,1.3680000000000003,0.24499999999999922,20.202149316373728,17.700122518830884,16.184235810396363,15.673754898673671,13.743307547111453,12.530551437329887,12.143317195826976,11.91842965421305
325,37.1379,18.186,7.0,18.85,16.47,15.34,14.71,0.01,0.0,0.0,0.0,13.23,12.26,0.024,0.023,11.992,11.758,0.023,0.023,175.1,-80.5,2.3800000000000026,1.129999999999999,0.629999999999999,0.9700000000000006,0.23400000000000176,18.49382695027752,16.171069848127242,14.985686159929076,14.646151040648581,13.125033299359387,12.302349539684668,12.002358941259942,11.788231695685429
326,37.1768,16.6592,10.0,19.76,17.34,15.91,14.99,0.02,0.0,0.01,0.0,13.166,11.818,0.026,0.023,11.556,11.332,0.023,0.023,400.3,-430.7,2.4200000000000017,1.4299999999999997,0.9199999999999999,1.3480000000000008,0.22399999999999842,19.380471682469935,16.88566318513055,15.400309280665054,14.905854536983819,13.069841504510848,11.876687020362791,11.566396891653543,11.362051733387595
327,37.1811,-63.4182,11.0,,,,,,,,,13.556,12.248,0.028,0.025,11.963,11.748,0.023,0.021,622.0,435.5,,,,1.3079999999999998,0.21499999999999986,,,,,13.458909419309633,12.304958186428598,11.973431047007788,11.777889767319541
328,37.3665,-0.8912,10.0,,21.38,19.82,18.75,,0.04,0.02,0.03,16.49,15.182,0.1,0.138,14.688,14.339,0.03,0.045,20.0,-24.0,,1.5599999999999987,1.0700000000000003,1.307999999999998,0.3490000000000002,,20.858320297831984,19.229941929321594,18.655356345433084,16.392909419309632,15.238958186428599,14.697922511733497,14.371301262110542
329,37.5647,27.0684,10.0,21.0,18.59,17.13,16.15,0.03,0.01,0.01,0.01,14.294,12.986,0.027,0.023,12.665,12.389,0.024,0.024,193.0,-28.4,2.41,1.4600000000000009,0.9800000000000004,1.3079999999999998,0.2759999999999998,20.62631049942183,18.120122518830883,16.588162340127667,16.061655260363523,14.196909419309634,13.0429581864286,12.675199549606804,12.41998753733634
330,37.6612,-2.4319,18.0,,,20.3,19.14,,,0.03,0.03,16.682,14.928,0.114,0.111,14.256,13.652,0.026,0.034,324.0,56.4,,,1.1600000000000001,1.7539999999999978,0.604000000000001,,,19.66172151851552,19.03905743050264,16.595302169303153,15.004234684794849,14.264954776696596,13.688890300705351
331,37.6851,-30.4575,11.0,,20.24,18.76,17.8,,0.03,0.01,0.06,15.822,14.886,0.077,0.107,14.301,14.005,0.027,0.036,135.9,-101.3,,1.4799999999999969,0.9600000000000009,0.9359999999999999,0.2959999999999994,,19.7597620746311,18.228877986973465,17.713055019236958,15.716241026938356,14.926880030840604,14.311123648819597,14.036347461932012
332,37.6875,-9.8848,10.0,21.55,19.15,17.73,16.75,0.12,0.01,0.01,0.01,14.818,13.403,0.032,0.037,12.968,12.704,0.024,0.026,152.5,-42.5,2.400000000000002,1.4199999999999982,0.9800000000000004,1.4149999999999991,0.26399999999999935,21.182149316373728,18.70084340723044,17.18816234012767,16.661655260363524,14.723402747222877,13.464582817202563,12.97824509007913,12.734771582578938
333,37.9354,6.6006,22.8,,,,,,,,,,,,,,,,,37.0,60.0,,,,,,,,,,,,,
334,38.2566,-64.0615,12.0,,,,,,,,,16.304,14.67,0.126,0.117,14.594,14.382,0.027,0.038,,,,,,1.6339999999999986,0.21199999999999974,,,,,16.214505913699515,14.74104818299227,14.604442432125868,14.411835778630191
335,38.3257,30.5086,26.0,,,20.82,19.17,,,0.04,0.04,16.852,17.042,0.144,,16.403,14.341,0.066,0.046,-132.0,-29.9,,,1.6499999999999986,-0.19000000000000128,2.0619999999999994,,,19.919188170793554,19.034763338103563,16.720002828524215,17.034213355593074,16.406421609309145,14.404128803729796
336,38.3487,65.7637,7.0,,18.66,17.37,16.5,,0.02,0.01,0.01,14.922,13.812,0.052,0.056,,,,,-99.6,-161.9,,1.2899999999999991,0.870000000000001,1.1100000000000012,,,18.278186294529007,16.88709839777954,16.4193539341674,14.820295597563632,13.860400458454343,,
337,38.5039,-64.702,10.0,,,,,,,,,15.325,13.852,0.063,0.069,13.271,12.93,0.024,0.024,87.9,-7.0,,,,1.472999999999999,0.3410000000000011,,,,,15.231754270764636,13.916089626407144,13.28095287204838,12.962157292272272
338,38.5893,60.208,9.5,20.58,18.3,16.85,15.91,0.04,0.02,0.0,0.0,14.03,12.731,0.029,0.029,12.427,12.195,0.024,0.024,288.35,-123.7,2.2799999999999976,1.4499999999999993,0.9400000000000013,1.2989999999999995,0.23199999999999932,20.282215119796483,17.83530274093077,16.32959363381926,15.824454778110388,13.93269970013936,12.787569198793404,12.437366531338661,12.225195703225863
339,38.9482,-8.8222,12.0,22.22,19.89,18.42,17.44,0.1,0.01,0.01,0.01,15.571,14.191,0.055,0.067,13.779,13.499,0.025,0.031,-27.8,4.2,2.3299999999999983,1.4699999999999989,0.9800000000000004,1.379999999999999,0.27999999999999936,21.893021035037002,19.41494229673099,17.87816234012767,17.351655260363525,15.475587172671815,14.251070087510145,13.789184369449362,13.530059522255476
340,38.9997,-23.5223,11.0,,17.4,16.16,15.39,,0.03,0.05,0.05,12.69,12.186,,0.081,,,,,94.7,21.0,,1.2399999999999984,0.7699999999999996,0.5039999999999996,,,17.044087405028456,15.730676632008514,15.316352728534559,12.574174506765258,12.20820862435132,,
341,39.0748,0.8152,16.0,,21.41,19.24,18.14,,0.03,0.01,0.03,16.098,14.666,0.077,0.091,13.831,13.409,0.025,0.032,135.0,-176.0,,2.1700000000000017,1.0999999999999979,1.4319999999999986,0.4219999999999988,,20.572326749738707,18.633868459052902,18.043256707122936,16.00379888343339,14.728317571624595,13.840645473860187,13.442614986884742
