,ucs_ra,ucs_dec,spectral_type,r_P1,i_P1,z_P1,y_P1,rerr_P1,ierr_P1,zerr_P1,yerr_P1,J_2MASS,Ks_2MASS,Jerr_2MASS,Kserr_2MASS,W1,W2,W1err,W2err,ucs_pmra,ucs_pmdec,r_i_P1,i_z_P1,z_y_P1,J_Ks_2MASS,w1_w2_all,DES_r,DES_i,DES_z,DES_y,VISTA_J,VISTA_Ks,CAT_W1,CAT_W2
1647,191.6949,40.4542,14.0,21.86,19.94,18.29,17.26,0.05,0.02,0.01,0.01,15.088,13.281,0.046,0.039,12.577,12.207,0.023,0.023,129.0,-103.4,1.9199999999999982,1.6500000000000021,1.0299999999999976,1.8069999999999986,0.3699999999999992,21.772412530064756,19.371698298932976,17.721373223013185,17.168155863179948,15.00253718219476,13.359525389757655,12.586842815906927,12.239679182935996
1648,191.7151,31.803,7.5,18.05,15.59,14.41,13.75,0.01,0.0,0.0,0.0,12.227,11.209,0.022,0.019,10.979,10.789,0.023,0.021,-796.69,32.49,2.460000000000001,1.1799999999999997,0.6600000000000001,1.0180000000000007,0.1899999999999995,17.64711641466235,15.265168737627794,14.039612689660384,13.684051402338433,12.123151801600843,11.253424140405698,10.989525922991797,10.818439861574953
1649,191.8988,-12.3312,8.5,20.28,17.61,16.28,15.5,0.02,0.01,0.0,0.0,13.892,12.72,0.026,0.032,12.485,12.249,0.023,0.024,5.8,-227.79,2.6700000000000017,1.3299999999999983,0.7800000000000011,1.1719999999999988,0.23599999999999888,19.754501258672526,17.207465406129447,15.845318808585617,15.425652849097842,13.79174032962551,12.771080151052342,12.495351351181219,12.279267688144998
1650,191.9345,-38.2796,9.0,,,,,,,,,14.785,13.573,0.033,0.039,13.119,12.532,0.024,0.024,-43.4,-22.1,,,,1.2119999999999997,0.5869999999999997,,,,,14.685672414826723,13.625808984986536,13.128019292365723,12.568584364799031
1651,191.9559,-11.2987,10.0,,20.24,18.75,17.81,,0.03,0.01,0.01,15.991,14.725,0.072,0.096,14.432,14.07,0.031,0.043,-29.0,-12.0,,1.4899999999999984,0.9400000000000013,1.266,0.3620000000000001,,19.754581852531214,18.22959363381926,17.72445477811039,15.892930729848361,14.780142910797695,14.441873176221812,14.102535213097728
1652,192.0187,7.9844,27.0,,,,20.26,,,,0.15,,,,,17.299,15.452,0.149,0.103,-231.0,-145.0,,,,,1.8469999999999995,,,,,,,17.30323754277163,15.51125961432633
1653,192.2864,41.958,10.0,22.02,19.54,18.11,17.16,0.05,0.01,0.01,0.01,15.441,14.292,0.046,0.054,13.916,13.579,0.026,0.031,-292.4,-83.1,2.4800000000000004,1.4299999999999997,0.9499999999999993,1.149000000000001,0.33699999999999974,21.605438780758554,19.08566318513055,17.58423581039636,17.073754898673673,15.340204380634814,14.34208607154018,13.925968052205821,13.61108530735314
1654,192.3385,54.2279,10.0,21.46,19.01,17.59,16.65,0.04,0.01,0.01,0.0,14.831,13.653,0.034,0.045,13.274,13.037,0.025,0.025,-21.6,-86.3,2.4499999999999993,1.4200000000000017,0.9400000000000013,1.177999999999999,0.23699999999999832,21.062955231614247,18.56084340723044,17.06959363381926,16.564454778110388,14.730880142405692,13.704339476142472,13.284347556141858,13.067285684374783
1655,192.4455,9.8383,11.0,,20.34,18.99,18.37,,0.04,0.02,0.02,,,,,15.958,15.711,0.052,0.133,-227.0,-248.0,,1.3500000000000014,0.6199999999999974,,0.2469999999999999,,19.92710496192967,18.64104398335197,18.3068509200853,,,15.968309605748257,15.741465646672617
1656,192.5488,39.4321,24.0,,,20.56,18.9,,,0.1,0.03,16.54,16.057,0.112,0.247,15.915,14.597,0.049,0.051,-42.0,-830.5,,,1.6600000000000001,0.48300000000000054,1.3179999999999996,,,19.653830347370654,18.764063458666843,16.42368516203462,16.07830098653587,15.921245118593276,14.64673960877082
1657,192.5649,26.4797,26.0,,,21.05,19.52,,,0.13,0.14,16.93,15.72,0.2,0.21,16.412,14.587,0.071,0.053,-484.0,-557.3,,,1.5300000000000011,1.209999999999999,1.8249999999999993,,,20.21348205186832,19.39316189134415,16.830625810566662,15.772722543289825,16.41632103363756,14.645863697271091
1658,192.6721,-21.8248,22.5,,,20.61,19.15,,,0.07,0.03,,,,,15.682,14.638,0.042,0.05,-137.0,-82.0,,,1.4600000000000009,,1.0440000000000005,,,19.8109868158286,19.028061047401163,,,15.689284959378025,14.682808641810123
1659,192.6865,4.2993,10.0,,20.66,19.2,18.32,,0.03,0.01,0.01,16.488,15.466,0.139,0.235,15.257,15.013,0.04,0.079,96.0,-47.0,,1.4600000000000009,0.879999999999999,1.0220000000000002,0.24399999999999977,,20.190122518830883,18.711740574356643,18.238654054730684,16.38424501012096,15.510597023799118,15.267320990866336,15.043411657983267
1660,192.6902,44.3152,10.0,,19.76,18.49,17.8,,0.02,0.01,0.01,16.453,15.111,0.136,0.19,15.176,14.884,0.034,0.059,67.6,-275.2,,1.2700000000000031,0.6899999999999977,1.3419999999999987,0.2919999999999998,,19.388546738728788,18.103539219391692,17.731951764028288,16.356701691730663,15.169427695272663,15.186138828977038,14.915275477012878
1661,192.7194,-21.3538,6.5,17.5,14.8,13.52,12.79,0.0,0.0,0.0,0.0,11.16,10.128,0.023,0.021,9.893,9.678,0.023,0.021,448.2,-330.3,2.6999999999999993,1.2800000000000011,0.7300000000000004,1.032,0.21499999999999986,16.956984807816838,14.423366516628898,13.112107925700101,12.719152246281421,11.056478031421266,10.173029232282667,9.903431047007789,9.707889767319543
1662,192.9074,46.3408,14.2,,20.53,18.9,17.9,,0.02,0.02,0.02,15.828,14.479,0.084,0.102,13.472,13.235,0.024,0.027,-34.1,-347.0,,1.6300000000000026,1.0,1.3490000000000002,0.2370000000000001,,19.972058743132756,18.347446693281874,17.810255501490094,15.731864806640877,14.537730241211145,13.482347556141859,13.265285684374781
1663,193.0412,-49.8078,9.0,,,,,,,,,13.761,12.722,0.026,0.029,12.512,12.217,0.023,0.023,-29.7,-15.9,,,,1.0389999999999997,0.29499999999999993,,,,,13.657641146331478,12.76733177822115,12.522127443858958,12.248329465702229
1664,193.0584,14.3774,13.0,22.68,20.63,19.14,18.17,0.12,0.03,0.02,0.01,16.001,14.487,0.073,0.066,14.216,13.949,0.027,0.04,-83.0,-55.0,2.0500000000000007,1.4899999999999984,0.9699999999999989,1.5140000000000011,0.26699999999999946,22.5165079096901,20.144581852531214,18.60352016355057,18.082355139800242,15.908709658095882,14.552861681189691,14.226233704961047,13.979825571268288
1665,193.0851,-31.8247,8.0,,,,,,,,,13.655,12.557,0.027,0.029,12.324,12.124,0.023,0.022,166.5,-50.9,,,,1.097999999999999,0.1999999999999993,,,,,13.553015972003266,12.604881808274085,12.334487972598193,12.15361982387279
1666,193.128,18.5849,11.0,,20.63,19.25,18.36,,0.02,0.02,0.02,16.311,14.723,0.117,0.129,14.171,13.962,0.029,0.042,-91.0,-22.0,,1.379999999999999,0.8900000000000006,1.5879999999999992,0.20899999999999963,,20.20156429563,18.756382750933746,18.277954175293967,16.22043401571812,14.792060023967949,14.18145381724395,13.991781789940841
1667,193.223,34.3608,12.0,22.57,20.52,19.17,18.23,0.12,0.01,0.01,0.01,16.271,14.678,0.104,0.076,14.339,14.135,0.028,0.041,-97.0,20.0,2.0500000000000007,1.3499999999999979,0.9400000000000013,1.593,0.20400000000000063,22.406507909690102,20.10710496192967,18.64959363381926,18.14445477811039,16.180550526368272,14.747276128209723,14.349472792440753,14.164691808791924
1668,193.2957,-57.1569,10.5,,,,,,,,,13.454,12.051,0.023,0.024,11.547,11.342,0.023,0.02,-1563.8,-431.9,,,,1.4030000000000005,0.20500000000000007,,,,,13.359123121662515,12.112064167022305,11.557468997401392,11.371709805021707
1669,193.3018,40.5674,7.5,18.18,15.6,14.39,13.73,0.01,0.0,0.0,0.0,12.185,11.162,0.019,0.019,10.944,10.755,0.023,0.021,231.9,-636.92,2.58,1.209999999999999,0.6600000000000001,1.0229999999999997,0.18900000000000006,17.70705061123959,15.259628071328127,14.019612689660384,13.664051402338433,12.081268312250995,11.206640244647474,10.954529718031159,10.78442186534517
1670,193.3827,6.9926,10.0,,20.21,18.75,17.88,,0.02,0.01,0.01,16.193,15.069,0.114,0.156,14.668,14.4,0.031,0.05,-28.0,10.8,,1.4600000000000009,0.870000000000001,1.1240000000000006,0.2679999999999989,,19.740122518830884,18.267098397779538,17.7993539341674,16.091621827384056,15.118005550331311,14.678229909921686,14.430843567498073
1671,193.4598,-42.1894,10.3,,,,,,,,,16.002,14.739,0.104,0.106,14.28,13.934,0.027,0.034,-46.0,-9.0,,,,1.2629999999999981,0.3460000000000001,,,,,15.903860823458269,14.794013248252632,14.289933896851576,13.966247273421189
1672,193.4991,26.9821,24.5,,,,,,,,,,,,,,,,,131.0,-48.0,,,,,,,,,,,,,
1673,193.6568,29.6425,10.0,22.07,19.68,18.23,17.27,0.06,0.01,0.01,0.01,15.456,14.178,0.056,0.056,13.777,13.484,0.026,0.031,-57.7,-57.5,2.3900000000000006,1.4499999999999993,0.9600000000000009,1.2779999999999987,0.29299999999999926,21.707988133325625,19.21530274093077,17.698877986973464,17.183055019236956,15.358210355408724,14.233661560977954,13.787135033937677,13.51529347324266
1674,193.693,12.371,25.4,,,,,,,,,,,,,,,,,25.0,28.0,,,,,,,,,,,,,
1675,193.7018,-7.4742,27.0,,,,20.12,,,,0.06,,,,,16.776,14.847,0.103,0.076,1.3,-134.0,,,,,1.9290000000000003,,,,,,,16.77992634954408,14.90773530516858
1676,193.7246,-1.3798,22.0,,,18.7,17.15,,,0.06,0.01,14.891,13.837,0.035,0.054,13.314,12.406,0.025,0.024,-492.0,111.0,,,1.5500000000000007,1.0540000000000003,0.9079999999999995,,,17.852766405022525,17.02176213247072,14.787990678281933,13.882980090946473,13.321801084731037,12.448361154559556
1677,193.7472,26.5187,11.0,,20.74,19.25,18.27,,0.02,0.02,0.02,16.828,15.332,0.147,0.138,14.9,14.609,0.033,0.053,-21.0,-18.0,,1.4899999999999984,0.9800000000000004,1.4959999999999987,0.29100000000000037,,20.254581852531214,18.708162340127668,18.181655260363524,16.73529021975533,15.397083705919306,14.910142624016398,14.640257480783093
1678,193.9611,17.0162,10.0,,20.52,18.99,18.01,,0.02,0.01,0.02,16.186,15.007,0.073,0.098,14.642,14.494,0.03,0.051,64.0,-134.7,,1.5300000000000011,0.9799999999999969,1.1790000000000003,0.1479999999999997,,20.013860964131652,18.44816234012767,17.92165526036353,16.08590344453572,15.058382696990826,14.652685314644934,14.522684019924043
1679,194.0069,-12.958,18.0,,,20.36,,,,0.02,,16.662,14.568,0.287,0.121,13.6,12.8,0.5,0.5,286.1,-189.3,,,,2.0939999999999994,0.7999999999999989,,,,,16.58322489351346,14.658929773235489,13.60821094898196,12.840417561742932
1680,194.0077,-12.9569,7.0,16.97,,,12.58,0.01,,,0.0,11.018,10.044,0.023,0.021,9.88,9.658,0.023,0.021,-272.0,-194.9,,,,0.9740000000000002,0.2220000000000013,,,,,10.91312650787951,10.086522423078087,9.890404481732267,9.688015740928027
1681,194.0584,-14.1446,9.0,19.18,16.81,15.78,15.36,0.01,0.0,0.0,0.01,14.011,13.444,0.027,0.037,13.137,12.875,0.024,0.026,-738.7,-991.52,2.370000000000001,1.0299999999999994,0.41999999999999993,0.5669999999999984,0.26200000000000045,18.829665767229415,16.56287206912614,15.538200451809917,15.310848508819614,13.896642540957169,13.468931537797674,13.14725268015785,12.90573559011937
1682,194.1496,-0.3292,6.0,19.56,18.24,17.61,17.39,0.05,0.01,0.01,0.01,16.222,15.718,0.099,0.292,15.307,15.175,0.041,0.094,-123.5,-338.7,1.3200000000000003,0.629999999999999,0.21999999999999886,0.5040000000000013,0.13199999999999967,19.822741547178534,18.20008095312173,17.475356920267863,17.354846097553935,16.106174506765257,15.74020862435132,15.3177460352747,15.203396080247506
1683,194.1547,-2.4145,13.5,,19.47,18.0,17.54,,0.04,0.03,0.01,16.099,15.439,0.105,,15.21,15.005,0.036,0.08,-511.3,-300.6,,1.4699999999999989,0.46000000000000085,0.6600000000000001,0.20500000000000007,,18.99494229673099,17.736769158118328,17.488048991072752,15.986809639049989,15.467951076694673,15.220468997401392,15.034709805021707
1684,194.165,-27.3126,13.4,,21.28,19.76,18.77,,0.07,0.03,0.02,16.416,14.709,0.128,0.093,14.128,13.737,0.027,0.035,-77.0,-66.0,,1.5199999999999996,0.990000000000002,1.7070000000000007,0.391,,20.779041186231545,19.21280451670477,18.68095538092681,16.32820696919173,14.783203304922171,14.13776312008036,13.77005710376145
1685,194.1814,-62.0345,13.0,,,,,,,,,16.134,15.337,0.108,,12.768,12.944,0.03,0.029,-1130.0,21.3,,,,0.7970000000000006,-0.17600000000000016,,,,,16.02500203086414,15.371872332919283,12.779914907397702,12.966853241474167
1686,194.1909,15.2455,10.0,22.48,20.32,18.85,17.92,0.19,0.02,0.01,0.02,16.133,14.92,0.076,0.102,14.675,14.39,0.031,0.05,10.8,-13.1,2.16,1.4699999999999989,0.9299999999999997,1.2129999999999992,0.28500000000000014,22.252280923219242,19.84494229673099,18.33495145724216,17.835154657547108,16.03369571695675,14.97285220583489,14.68516539425256,14.421149503404393
1687,194.237,1.7712,12.0,21.17,19.02,17.56,16.61,0.06,0.01,0.01,0.01,14.48,12.791,0.03,0.03,12.341,12.043,0.024,0.023,-209.4,-39.1,2.150000000000002,1.4600000000000009,0.9499999999999993,1.689,0.29800000000000004,20.948119740171137,18.550122518830882,17.03423581039636,16.523754898673673,14.391787530851184,12.864425329651786,12.351116058740875,12.074383454391578
1688,194.2844,11.1451,24.5,,,,,,,,,,,,,,,,,29.0,-57.0,,,,,,,,,,,,,
1689,194.315,40.148,27.0,,,,19.9,,,,0.05,17.23,17.0,0.09,0.19,16.672,14.431,0.079,0.045,294.9,168.0,,,,0.23000000000000043,2.2410000000000014,,,,,17.10778972313695,17.010366111902098,16.674742297263638,14.497350128861054
1690,194.4057,-1.2267,14.0,22.93,20.75,18.95,17.92,0.12,0.02,0.01,0.01,15.941,14.123,0.084,0.07,13.512,13.212,0.025,0.031,86.0,-2.0,2.1799999999999997,1.8000000000000007,1.0299999999999976,1.8180000000000014,0.3000000000000007,22.690603289315447,20.10399496743463,18.381373223013185,17.828155863179948,15.855793505625096,14.202000819089557,13.522108468662156,13.243419446851146
1691,194.436,-36.5953,6.0,,,,,,,,,14.579,13.609,0.032,0.044,13.315,13.07,0.024,0.028,-64.9,-13.0,,,,0.9700000000000006,0.24499999999999922,,,,,14.474033299359387,13.651349539684668,13.325317195826976,13.10042965421305
1692,194.4559,-41.1937,5.9,,,,,,,,,13.02,12.093,0.026,0.026,11.881,11.641,0.023,0.021,-32.54,-14.7,,,,0.9269999999999996,0.2400000000000002,,,,,12.914031307768083,12.13349104320541,11.891336171023779,11.671339673064132
1693,194.5205,-44.2091,26.0,,,,,,,,,16.34,16.155,0.14,0.045,15.667,14.014,0.043,0.037,143.6,-150.7,,,,0.18499999999999872,1.6530000000000005,,,,,16.216741127285587,16.16342117372613,15.671973780407546,14.069768345748315
1694,194.6505,3.1268,25.0,,,,,,,,,,,,,,,,,-171.0,-31.0,,,,,,,,,,,,,
1695,194.9143,29.5562,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,194.9237,10.0274,14.5,,21.84,20.37,19.31,,0.06,0.06,0.04,16.72,14.888,0.196,0.149,14.579,14.104,0.11,0.095,-154.6,18.6,,1.4699999999999989,1.0600000000000023,1.831999999999999,0.4750000000000014,,21.36494229673099,19.785299752744493,19.216056224869796,16.635119735445517,14.967605910966524,14.588444336774087,14.13856878706327
1697,195.1735,12.354,28.0,,,,19.8,,,,0.04,16.98,16.79,0.01,0.06,16.041,13.845,0.06,0.039,-632.2,-36.02,,,,0.19000000000000128,2.1959999999999997,,,,,16.85685763793574,16.798637277967906,16.043913074034855,13.910540298520797
1698,195.1771,19.2096,11.0,19.54,17.16,15.52,14.56,0.04,0.01,0.0,0.0,12.717,11.624,0.022,0.02,11.242,10.985,0.022,0.021,-810.5,-1248.53,2.379999999999999,1.6400000000000006,0.9599999999999991,1.093,0.25700000000000145,19.18382695027752,16.596878521032867,14.988877986973465,14.473055019236956,12.614899461353117,11.671665704032312,11.252271655354653,11.015645608970452
1699,195.2108,42.2465,11.0,21.66,19.5,17.97,16.98,0.11,0.01,0.01,0.01,15.15,14.006,0.042,0.047,13.703,13.428,0.026,0.029,-391.0,23.9,2.16,1.5300000000000011,0.9899999999999984,1.1440000000000001,0.2749999999999986,21.432280923219242,18.993860964131652,17.422804516704772,16.890955380926812,15.049087869984662,14.055869967298408,13.713203344646164,13.458969541106558
1700,195.4235,-3.0369,28.5,,,,21.02,,,,0.11,,,,,17.62,14.868,0.189,0.068,241.5,-295.5,,,,,2.7520000000000007,,,,,,,17.62080303215048,14.94354620228046
1701,195.4509,58.6845,11.0,,20.34,18.74,17.81,,0.02,0.02,0.02,16.099,14.862,0.085,0.102,14.444,14.185,0.026,0.034,-24.0,7.4,,1.6000000000000014,0.9299999999999997,1.237,0.25900000000000034,,19.797599409432426,18.224951457242156,17.725154657547105,16.00025496807748,14.915889506195406,14.454264065275932,14.21568160143002
1702,195.4778,-15.1729,11.0,21.25,18.89,17.45,16.48,0.07,0.01,0.0,0.01,14.538,13.098,0.037,0.03,12.788,12.559,0.024,0.025,-107.9,-85.6,2.3599999999999994,1.4400000000000013,0.9699999999999989,1.4399999999999995,0.22900000000000098,20.905504584181312,18.430482963030663,16.913520163550565,16.39235513980024,14.443985300473635,13.160663338411435,12.798377916456744,12.589141714536511
1703,195.4781,6.797,26.0,,,21.73,20.58,,,0.14,0.07,,,,,,,,,-40.0,-83.0,,,1.1500000000000021,,,,,21.097079341938414,20.479757309939355,,,,
1704,195.5712,13.1475,28.5,,,,,,,,,,,,,17.691,14.873,0.227,0.07,-445.0,5.0,,,,,2.8179999999999996,,,,,,,17.69155255955269,14.949733953446176
1705,195.6148,14.5744,24.5,,,,,,,,,,,,,,,,,-42.0,-15.0,,,,,,,,,,,,,
1706,195.6444,51.4337,10.0,,20.04,18.48,17.5,,0.04,0.01,0.02,15.543,14.367,0.07,0.084,14.145,13.918,0.026,0.035,192.5,-145.6,,1.5599999999999987,0.9800000000000004,1.1759999999999984,0.2270000000000003,,19.518320297831984,17.93816234012767,17.411655260363524,15.442833538145631,14.418253034445762,14.155385506535463,13.948105722076944
1707,195.6588,56.8392,12.0,,20.73,19.35,18.35,,0.03,0.02,0.03,16.36,14.972,0.122,0.123,14.596,14.313,0.028,0.043,-192.0,14.0,,1.379999999999999,1.0,1.388,0.2829999999999995,,20.30156429563,18.797446693281877,18.260255501490096,16.264773589712057,15.032415854296984,14.606172984331282,14.344113510944826
1708,195.6624,3.8614,7.5,20.59,17.7,16.33,15.55,0.03,0.0,0.01,0.0,13.931,12.773,0.027,0.029,12.582,12.318,0.023,0.024,-51.2,12.3,2.8900000000000006,1.370000000000001,0.7799999999999976,1.1579999999999995,0.2640000000000011,19.936047285730805,17.276744517729888,15.895318808585616,15.475652849097843,13.830414099805084,12.823475059175374,12.59224509007913,12.348771582578937
1709,195.7109,56.677,10.0,,20.52,19.08,18.13,,0.02,0.02,0.01,16.138,14.994,0.118,0.119,14.712,14.467,0.029,0.044,-215.0,-53.0,,1.4400000000000013,0.9499999999999993,1.144000000000002,0.24499999999999922,,20.060482963030662,18.55423581039636,18.043754898673672,16.03708786998466,15.043869967298408,14.722317195826976,14.49742965421305
1710,195.7648,0.2744,25.5,,,,,,,,,,,,,,,,,12.0,-274.0,,,,,,,,,,,,,
1711,195.8235,18.2562,10.0,,20.64,19.25,18.33,,0.03,0.01,0.03,16.313,15.044,0.095,0.107,14.639,14.393,0.03,0.045,-104.0,25.0,,1.3900000000000006,0.9200000000000017,1.2689999999999984,0.24599999999999866,,20.20638407353011,18.740309280665052,18.24585453698382,16.215000636238447,15.09927257334276,14.649313400787616,14.423447650442833
1712,196.1383,9.1186,10.0,21.9,19.64,18.19,17.21,0.13,0.02,0.01,0.01,15.287,13.95,0.06,0.071,,,,,-133.3,20.1,2.259999999999998,1.4499999999999993,0.9800000000000004,1.3370000000000015,,21.613892753700277,19.17530274093077,17.64816234012767,17.121655260363525,15.190585181080515,14.008211591030888,,
1713,196.1487,15.7145,20.0,,,21.13,19.71,,,0.06,0.04,17.24,15.76,0.08,0.08,15.088,14.622,0.035,0.061,-55.0,54.0,,,1.4199999999999982,1.4799999999999986,0.4659999999999993,,,20.35241810952019,19.590860565148027,17.146917385674843,15.824392172345627,15.09747849212833,14.656406820995219
1714,196.1844,31.0201,27.0,,,,,,,,,,,,,,,,,3.0,30.0,,,,,,,,,,,,,
1715,196.3563,-25.6413,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,196.4174,-25.685,12.0,20.22,17.98,16.52,15.53,0.05,0.01,0.0,0.01,13.414,11.747,0.026,0.023,11.251,10.922,0.024,0.021,-313.5,-20.0,2.2399999999999984,1.4600000000000009,0.9900000000000002,1.6669999999999998,0.32899999999999885,19.945570387604068,17.510122518830883,15.972804516704771,15.440955380926807,13.325274883990517,11.819474470987979,11.260998412520703,10.95394133751487
1717,196.4188,-77.6662,10.0,,,,,,,,,,,,,14.898,14.376,0.036,0.044,,,,,,,0.5220000000000002,,,,,,,14.907265969924149,14.411414609863098
1718,196.4211,20.7776,15.0,,20.11,18.34,17.28,,0.02,0.01,0.01,15.201,13.368,0.053,0.039,12.595,12.18,0.024,0.023,-52.2,81.4,,1.7699999999999996,1.0599999999999987,1.8330000000000002,0.4150000000000009,,19.479535633734297,17.75529975274449,17.186056224869798,15.11614303757555,13.447649131814881,12.60467203913571,12.213489013276256
1719,196.572,38.3416,10.0,21.34,19.11,17.63,16.61,0.06,0.01,0.01,0.0,14.63,13.219,0.031,0.035,12.919,12.602,0.024,0.024,-154.5,-17.5,2.2300000000000004,1.4800000000000004,1.0199999999999996,1.4110000000000014,0.31700000000000017,21.071409204555966,18.629762074631103,17.06673104643608,16.518855742616662,14.535309538702757,13.280409933809144,12.929043952993029,12.633725382757467
1720,196.8193,33.4233,25.0,,,,,,,,,,,,,,,,,-63.0,-8.0,,,,,,,,,,,,,
1721,196.8743,-5.9708,18.0,,,19.78,18.71,,,0.03,0.03,16.915,14.817,0.162,0.139,14.064,13.611,0.027,0.035,-356.0,-65.0,,,1.0700000000000003,2.097999999999999,0.4529999999999994,,,19.189941929321595,18.615356345433085,16.83631810203358,14.908102656628907,14.073527827640016,13.645172870008032
1722,197.0275,-49.4307,8.5,,,,,,,,,13.516,12.412,0.029,0.021,12.153,11.974,0.023,0.022,-592.63,-78.73,,,,1.1039999999999992,0.17900000000000027,,,,,13.41415578478345,12.460141133364214,12.163567668424763,12.003241903047334
1723,197.0512,61.0635,12.0,,21.37,19.9,18.88,,0.04,0.06,0.02,16.67,15.491,0.146,,14.965,14.658,0.03,0.043,-41.0,9.0,,1.4700000000000024,1.0199999999999996,1.179000000000002,0.3070000000000004,,20.894942296730992,19.33673104643608,18.78885574261666,16.569903444535722,15.542382696990826,14.975081903386632,14.68954542045963
1724,197.1045,7.4309,9.0,19.93,17.3,15.83,14.96,0.02,0.01,0.0,0.0,13.185,12.004,0.026,0.029,11.717,11.459,0.023,0.021,233.7,-417.64,2.629999999999999,1.4700000000000006,0.8699999999999992,1.181000000000001,0.2580000000000009,19.427856526480113,16.824942296730992,15.34709839777954,14.8793539341674,13.084950048795784,12.055469138687535,11.727267860315292,11.489663605200235
1725,197.1295,8.3145,10.0,21.52,19.54,18.14,17.19,0.06,0.01,0.01,0.01,15.127,13.845,0.049,0.069,13.505,13.28,0.025,0.03,-249.2,70.0,1.9800000000000004,1.3999999999999986,0.9499999999999993,1.282,0.22500000000000142,21.397379628353374,19.10120385143022,17.614235810396362,17.103754898673674,15.029303563928845,13.900834444371373,13.515393096614185,13.310069729617378
1726,197.3411,-23.5099,7.0,18.35,15.62,14.24,13.46,0.01,0.0,0.0,0.0,11.785,10.669,0.022,0.024,10.436,10.226,0.022,0.02,16.53,-382.82,2.730000000000002,1.379999999999999,0.7799999999999994,1.1159999999999997,0.20999999999999908,17.789468356961148,15.19156429563,13.805318808585616,13.385652849097843,11.683435410343813,10.717659783544473,10.44645002220459,10.255799786170625
1727,197.5121,5.9012,10.0,22.42,20.08,18.62,17.77,0.16,0.02,0.01,0.01,16.079,14.782,0.096,0.13,14.626,14.4,0.029,0.049,-76.4,-0.1,2.3400000000000034,1.4599999999999973,0.8500000000000014,1.2970000000000006,0.2259999999999991,22.087182218085104,19.61012251883088,18.147814044625335,17.690753693040833,15.9816530958793,14.838482757096696,14.636389301574823,14.430087725847162
1728,197.7759,1.3817,29.0,,,,,,,,,,,,,17.579,14.703,0.198,0.06,277.9,-813.9,,,,,2.8760000000000012,,,,,,,17.579332447269792,14.780777734773622
1729,197.7789,-1.6284,13.0,,22.07,20.89,19.83,,0.16,0.05,0.04,,,,,16.3,15.735,0.078,0.155,21.0,-22.0,,1.1799999999999997,1.0600000000000023,,0.5650000000000013,,21.745168737627797,20.305299752744492,19.736056224869795,,,16.30910278323165,15.771188447743791
1730,197.8071,24.018,13.0,,20.69,19.27,18.33,,0.02,0.01,0.02,16.19,14.787,0.113,0.148,14.642,14.313,0.03,0.044,-155.0,-20.0,,1.4200000000000017,0.9400000000000013,1.4030000000000005,0.32899999999999885,,20.24084340723044,18.74959363381926,18.244454778110388,16.095123121662514,14.848064167022306,14.651998412520703,14.34494133751487
1731,197.9135,80.5394,8.0,19.36,16.52,15.15,14.38,0.02,0.0,0.0,0.0,12.764,11.684,0.022,0.021,11.47,11.242,0.023,0.021,214.8,-194.6,2.84,1.3699999999999992,0.7699999999999996,1.08,0.22799999999999976,18.735241370490286,16.096744517729892,14.720676632008514,14.30635272853456,12.66159653366272,11.731103833003697,11.480381711496104,11.27212371830673
1732,197.9259,36.49,15.0,,20.56,18.75,17.65,,0.01,0.01,0.01,15.545,14.14,0.053,0.049,13.529,13.121,0.025,0.028,-354.8,72.9,,1.8099999999999987,1.1000000000000014,1.4049999999999994,0.4079999999999995,,19.90881474533474,18.1438684590529,17.553256707122934,15.450169725922574,14.201150608719017,13.538698604411232,13.154363039667771
1733,198.0288,39.6291,10.0,20.84,18.33,16.85,15.92,0.03,0.01,0.0,0.0,14.165,12.945,0.025,0.023,12.636,12.369,0.024,0.024,-110.5,-2.6,2.5100000000000016,1.4799999999999969,0.9300000000000015,1.2199999999999989,0.26699999999999946,20.407922329902867,17.8497620746311,16.334951457242155,15.835154657547104,14.065858831866965,12.998154751773374,12.646233704961046,12.399825571268288
1734,198.0461,-76.2947,15.5,,,,,,,,,16.043,14.347,0.108,0.093,13.842,13.542,0.026,0.029,-202.0,-516.0,,,,1.6959999999999997,0.3000000000000007,,,,,15.954950645761395,14.420727875590268,13.852108468662156,13.573419446851146
1735,198.0827,17.5179,9.0,,,,,,,,,13.74,13.01,0.1,0.1,,,,,-586.3,2.26,,,,0.7300000000000004,,,,,,13.629440788152111,13.04197653607951,,
1736,198.0905,29.1599,10.0,21.93,19.81,18.3,17.31,0.16,0.02,0.01,0.01,15.328,14.296,0.057,0.072,14.001,13.679,0.027,0.033,210.0,-128.3,2.120000000000001,1.509999999999998,0.990000000000002,1.032,0.3219999999999992,21.725636191026826,19.314221408331434,17.75280451670477,17.22095538092681,15.224478031421265,14.341029232282667,14.011024977796225,13.710815363906384
1737,198.0963,49.524,10.0,,20.32,18.83,17.93,,0.02,0.02,0.02,16.195,14.99,0.079,0.102,14.805,14.568,0.031,0.048,-48.4,-105.0,,1.490000000000002,0.8999999999999986,1.205,0.2370000000000001,,19.834581852531212,18.331024927510846,17.84725429585725,16.09550929991651,15.04250643904805,14.815347556141859,14.598285684374781
